id,sentence,sense_keys,glosses,target
d002.s004.t001,"These beliefs [TGT] so [TGT] dominate our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['so%4:02:07::', 'so%4:02:09::', 'so%4:02:02::', 'so%4:02:04::', 'so%4:02:08::', 'so%4:02:03::', 'so%4:02:00::', 'so%4:02:06::', 'so%4:02:10::', 'so%4:02:05::']","['to a certain unspecified extent or degree', 'subsequently or soon afterward (often used as sentence connectors)', 'to a very great extent or degree', ""in the way indicated; ; ; (`thusly' is a nonstandard variant)"", 'in the same way; also', ""(usually followed by `that') to an extent or degree as expressed"", 'in truth (often tends to intensify)', 'in a manner that facilitates', '(used to introduce a logical conclusion) from that fact or reason or as a result', 'in such a condition or manner, especially as expressed or implied']",[2]
d002.s004.t002,"These beliefs so [TGT] dominate [TGT] our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['dominate%2:42:03::', 'dominate%2:42:00::', 'dominate%2:41:00::', 'dominate%2:42:02::', 'dominate%2:42:01::']","['be greater in significance than', 'be larger in number, quantity, power, status or importance', 'have dominance or the power to defeat over', 'look down on', 'be in control']",[4]
d002.s004.t003,"These beliefs so dominate our [TGT] educational [TGT] establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['educational%3:01:00::', 'educational%5:00:00:instructive:00']","['relating to the process of education', 'providing knowledge']",[0]
d002.s004.t004,"These beliefs so dominate our educational [TGT] establishment [TGT] , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['establishment%1:09:00::', 'establishment%1:14:02::', 'establishment%1:22:00::', 'establishment%1:14:01::', 'establishment%1:04:00::', 'establishment%1:14:00::', 'establishment%1:06:00::']","['the cognitive process of establishing a valid proof', 'the persons (or committees or departments etc.) who make up a body for the purpose of administering something', '(ecology) the process by which a plant or animal becomes established in a new habitat', 'any large organization', 'the act of forming or establishing something', 'an organization founded and united for a specific purpose', 'a public or private structure (business or governmental or educational) including buildings and equipment for business or residence']",[5]
d002.s004.t005,"These beliefs so dominate our educational establishment , our media , our [TGT] politicians [TGT] , and even our parents that it seems almost blasphemous to challenge them .","['politician%1:18:01::', 'politician%1:18:00::', 'politician%1:18:02::']","['a leader engaged in civil administration', 'a person active in party politics', 'a schemer who tries to gain advantage in an organization in sly or underhanded ways']",[0]
d002.s004.t006,"These beliefs so dominate our educational establishment , our media , our politicians , and [TGT] even [TGT] our parents that it seems almost blasphemous to challenge them .","['even%4:02:04::', 'even%4:02:01::', 'even%4:02:00::', 'even%4:02:03::']","['to the full extent', 'to a greater degree or extent; used with comparisons', 'used as an intensive especially to indicate something unexpected', 'in spite of; notwithstanding']",[2]
d002.s004.t007,"These beliefs so dominate our educational establishment , our media , our politicians , and even our [TGT] parents [TGT] that it seems almost blasphemous to challenge them .","['parent%1:18:00::', 'parent%1:03:00::']","['a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian', 'an organism (plant or animal) from which younger ones are obtained']",[0]
d002.s004.t008,"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it [TGT] seems [TGT] almost blasphemous to challenge them .","['seem%2:39:00::', 'seem%2:39:01::', 'seem%2:39:02::', 'seem%2:42:00::']","['give a certain impression or have a certain outward aspect', 'seem to be true, probable, or apparent', ""appear to one's own mind or opinion"", 'appear to exist']",[0]
d002.s004.t009,"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it seems [TGT] almost [TGT] blasphemous to challenge them .",['almost%4:02:00::'],['(of actions or states) slightly short of or not quite accomplished; all but'],[0]
d002.s004.t010,"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it seems almost [TGT] blasphemous [TGT] to challenge them .","['blasphemous%5:00:00:irreverent:00', 'blasphemous%5:00:00:dirty:02']","['grossly irreverent toward what is held to be sacred', 'characterized by profanity or cursing']",[0]
d002.s004.t011,"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to [TGT] challenge [TGT] them .","['challenge%2:32:00::', 'challenge%2:32:03::', 'challenge%2:32:01::', 'challenge%2:32:02::']","['issue a challenge to', 'ask for identification', 'take exception to', 'raise a formal objection in a court of law']",[2]
d002.s005.t000,[TGT] Here [TGT] is an example .,"['here%4:02:01::', 'here%4:02:02::', 'here%4:02:04::', 'here%4:02:00::']","['to this place (especially toward the speaker)', 'in this circumstance or respect or on this point or detail', 'at this time; now', 'in or at this place; where the speaker or writer is']",[3]
d002.s005.t001,Here is an [TGT] example [TGT] .,"['example%1:09:01::', 'example%1:09:02::', 'example%1:10:00::', 'example%1:04:00::', 'example%1:11:00::', 'example%1:09:00::']","['something to be imitated', 'a representative form or pattern', 'punishment intended as a warning to others', 'a task performed or problem solved in order to develop skill or understanding', 'an occurrence of something', 'an item of information that is typical of a class or group']",[5]
d002.s006.t000,"If I were to [TGT] ask [TGT] a sample of American parents , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['ask%2:32:00::', 'ask%2:42:00::', 'ask%2:32:02::', 'ask%2:32:09::', 'ask%2:32:01::', 'ask%2:32:04::', 'ask%2:32:05::']","['inquire about', 'require as useful, just, or proper', 'direct or put; seek an answer to', 'require or ask for as a price or condition', 'make a request or demand for something to somebody', 'address a question to and expect an answer from', 'consider obligatory; request and expect']",[1]
d002.s006.t001,"If I were to ask a [TGT] sample [TGT] of American parents , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['sample%1:17:00::', 'sample%1:09:01::', 'sample%1:09:00::']","['all or part of a natural object that is collected and preserved as an example of its class', 'items selected at random from a population and used to test hypotheses about the population', 'a small part of something intended as representative of the whole']",[1]
d002.s006.t002,"If I were to ask a sample of [TGT] American [TGT] parents , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['american%3:01:01::', 'american%3:01:00::']","['of or relating to the United States of America or its people or language or culture', 'of or relating to or characteristic of the continents and islands of the Americas']",[0]
d002.s006.t003,"If I were to ask a sample of American [TGT] parents [TGT] , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['parent%1:18:00::', 'parent%1:03:00::']","['a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian', 'an organism (plant or animal) from which younger ones are obtained']",[0]
d002.s006.t004,"If I were to ask a sample of American parents , `` Do you [TGT] wish [TGT] the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['wish%2:32:00::', 'wish%2:32:01::', 'wish%2:37:01::', 'wish%2:37:00::', 'wish%2:32:02::', 'wish%2:37:02::']","['invoke upon', 'order politely; express a wish for', 'feel or express a desire or hope concerning the future or fortune of', 'hope for; have a wish', 'make or express a wish', 'prefer or wish to do something']",[5]
d002.s006.t005,"If I were to ask a sample of American parents , `` Do you wish the [TGT] elementary schools [TGT] to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``",['elementary_school%1:14:00::'],['a school for young children; usually the first 6 or 8 grades'],[0]
